survived,pclass,sex,age,sibsp,parch,fare,embarked,who,deck,alone,family_size,has_family,is_minor,age_group,fare_per_person,fare_tier,cabin_known,is_female,emb_C,emb_Q,emb_S,log_fare,age_z,fare_z
1,1,female,58.0,0,0,146.5208,C,woman,B,True,1,0,0,Adult,146.5208,Premium,1,1,1,0,0,4.994,2.17,2.816
0,3,male,25.0,0,0,7.75,Q,man,Unknown,True,1,0,0,Adult,7.75,Low,0,0,0,1,0,2.169,-0.307,-0.554
0,3,male,42.0,0,1,8.4042,S,man,Unknown,False,2,1,0,Adult,4.2021,Mid,0,0,0,0,1,2.241,0.969,-0.539
1,3,female,21.5,0,0,7.75,Q,woman,Unknown,True,1,0,0,Adult,7.75,Low,0,1,0,1,0,2.169,-0.57,-0.554
0,2,female,24.0,0,0,13.0,S,woman,Unknown,True,1,0,0,Adult,13.0,Mid,0,1,0,0,1,2.639,-0.382,-0.427
0,3,male,28.0,0,0,9.5,S,man,Unknown,True,1,0,0,Adult,9.5,Mid,0,0,0,0,1,2.351,-0.082,-0.512
0,3,male,25.0,8,2,69.55,S,man,Unknown,False,11,1,0,Adult,6.322727272727272,Premium,0,0,0,0,1,4.256,-0.307,0.946
0,3,male,34.0,0,0,6.4958,S,man,Unknown,True,1,0,0,Adult,6.4958,Low,0,0,0,0,1,2.014,0.368,-0.585
0,3,male,45.5,0,0,7.225,C,man,Unknown,True,1,0,0,Adult,7.225,Low,0,0,1,0,0,2.107,1.232,-0.567
1,3,male,18.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.833,-0.547
0,3,female,2.0,0,1,10.4625,S,child,G,False,2,1,1,Child,5.23125,Mid,1,1,0,0,1,2.439,-2.034,-0.489
0,3,male,32.0,1,0,15.85,S,man,Unknown,False,2,1,0,Adult,7.925,High,0,0,0,0,1,2.824,0.218,-0.358
1,3,male,26.0,0,0,18.7875,C,man,Unknown,True,1,0,0,Adult,18.7875,High,0,0,1,0,0,2.985,-0.232,-0.286
1,3,female,16.0,0,0,7.75,Q,woman,Unknown,True,1,0,1,Teen,7.75,Low,0,1,0,1,0,2.169,-0.983,-0.554
1,1,male,40.0,0,0,31.0,C,man,A,True,1,0,0,Adult,31.0,Premium,1,0,1,0,0,3.466,0.819,0.01
0,3,male,24.0,0,0,7.05,S,man,Unknown,True,1,0,0,Adult,7.05,Low,0,0,0,0,1,2.086,-0.382,-0.571
1,2,female,35.0,0,0,21.0,S,woman,Unknown,True,1,0,0,Adult,21.0,High,0,1,0,0,1,3.091,0.444,-0.233
0,3,male,22.0,0,0,7.25,S,man,Unknown,True,1,0,0,Adult,7.25,Low,0,0,0,0,1,2.11,-0.532,-0.567
0,2,male,30.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,0.068,-0.427
0,3,male,25.0,1,0,7.75,Q,man,Unknown,False,2,1,0,Adult,3.875,Low,0,0,0,1,0,2.169,-0.307,-0.554
1,1,female,31.0,1,0,113.275,C,woman,D,False,2,1,0,Adult,56.6375,Premium,1,1,1,0,0,4.739,0.143,2.008
1,3,female,27.0,0,0,7.925,S,woman,Unknown,True,1,0,0,Adult,7.925,Mid,0,1,0,0,1,2.189,-0.157,-0.55
0,2,male,42.0,1,0,27.0,S,man,Unknown,False,2,1,0,Adult,13.5,High,0,0,0,0,1,3.332,0.969,-0.087
1,1,female,32.0,0,0,76.2917,C,woman,D,True,1,0,0,Adult,76.2917,Premium,1,1,1,0,0,4.348,0.218,1.11
0,2,male,30.0,0,0,10.5,S,man,Unknown,True,1,0,0,Adult,10.5,Mid,0,0,0,0,1,2.442,0.068,-0.488
1,3,male,16.0,0,0,8.05,S,man,Unknown,True,1,0,1,Teen,8.05,Mid,0,0,0,0,1,2.203,-0.983,-0.547
0,2,male,27.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,-0.157,-0.427
0,3,male,51.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,1.645,-0.547
0,3,male,25.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.307,-0.551
1,1,male,38.0,1,0,90.0,S,man,C,False,2,1,0,Adult,45.0,Premium,1,0,0,0,1,4.511,0.669,1.443
0,3,male,22.0,0,0,9.35,S,man,Unknown,True,1,0,0,Adult,9.35,Mid,0,0,0,0,1,2.337,-0.532,-0.516
1,2,male,19.0,0,0,10.5,S,man,Unknown,True,1,0,0,Adult,10.5,Mid,0,0,0,0,1,2.442,-0.758,-0.488
0,3,male,20.5,0,0,7.25,S,man,Unknown,True,1,0,0,Adult,7.25,Low,0,0,0,0,1,2.11,-0.645,-0.567
0,2,male,18.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,-0.833,-0.427
0,3,female,21.5,3,1,25.4667,S,woman,Unknown,False,5,1,0,Adult,5.0933399999999995,High,0,1,0,0,1,3.276,-0.57,-0.124
1,1,female,35.0,1,0,83.475,S,woman,C,False,2,1,0,Adult,41.7375,Premium,1,1,0,0,1,4.436,0.444,1.285
0,3,male,29.0,0,0,7.775,S,man,Unknown,True,1,0,0,Adult,7.775,Low,0,0,0,0,1,2.172,-0.007,-0.554
0,2,male,59.0,0,0,13.5,S,man,Unknown,True,1,0,0,Adult,13.5,Mid,0,0,0,0,1,2.674,2.245,-0.415
1,3,female,5.0,4,2,31.3875,S,child,Unknown,False,7,1,1,Child,4.483928571428572,Premium,0,1,0,0,1,3.478,-1.808,0.02
0,2,male,24.0,0,0,10.5,S,man,Unknown,True,1,0,0,Adult,10.5,Mid,0,0,0,0,1,2.442,-0.382,-0.488
0,3,female,21.5,0,0,7.55,S,woman,Unknown,True,1,0,0,Adult,7.55,Low,0,1,0,0,1,2.146,-0.57,-0.559
0,2,male,44.0,1,0,26.0,S,man,Unknown,False,2,1,0,Adult,13.0,High,0,0,0,0,1,3.296,1.119,-0.111
1,2,female,8.0,0,2,26.25,S,child,Unknown,False,3,1,1,Child,8.75,High,0,1,0,0,1,3.305,-1.583,-0.105
0,2,male,19.0,0,0,10.5,S,man,Unknown,True,1,0,0,Adult,10.5,Mid,0,0,0,0,1,2.442,-0.758,-0.488
0,2,male,33.0,0,0,12.275,S,man,Unknown,True,1,0,0,Adult,12.275,Mid,0,0,0,0,1,2.586,0.293,-0.445
0,3,female,21.5,1,0,14.4542,C,woman,Unknown,False,2,1,0,Adult,7.2271,Mid,0,1,1,0,0,2.738,-0.57,-0.392
1,3,female,21.5,1,0,15.5,Q,woman,Unknown,False,2,1,0,Adult,7.75,High,0,1,0,1,0,2.803,-0.57,-0.366
0,2,male,29.0,0,0,10.5,S,man,Unknown,True,1,0,0,Adult,10.5,Mid,0,0,0,0,1,2.442,-0.007,-0.488
0,3,male,22.0,0,0,7.125,S,man,Unknown,True,1,0,0,Adult,7.125,Low,0,0,0,0,1,2.095,-0.532,-0.57
0,3,male,30.0,0,0,7.225,C,man,Unknown,True,1,0,0,Adult,7.225,Low,0,0,1,0,0,2.107,0.068,-0.567
0,1,male,44.0,2,0,90.0,Q,man,C,False,3,1,0,Adult,30.0,Premium,1,0,0,1,0,4.511,1.119,1.443
0,3,female,25.0,0,0,7.775,S,woman,Unknown,True,1,0,0,Adult,7.775,Low,0,1,0,0,1,2.172,-0.307,-0.554
1,2,female,24.0,0,2,14.5,S,woman,Unknown,False,3,1,0,Adult,4.833333333333333,High,0,1,0,0,1,2.741,-0.382,-0.391
1,1,male,37.0,1,1,52.5542,S,man,D,False,3,1,0,Adult,17.518066666666666,Premium,1,0,0,0,1,3.981,0.594,0.534
0,2,male,54.0,1,0,26.0,S,man,Unknown,False,2,1,0,Adult,13.0,High,0,0,0,0,1,3.296,1.87,-0.111
0,3,male,25.0,0,0,7.25,S,man,Unknown,True,1,0,0,Adult,7.25,Low,0,0,0,0,1,2.11,-0.307,-0.567
0,3,female,29.0,1,1,10.4625,S,woman,G,False,3,1,0,Adult,3.4875000000000003,Mid,1,1,0,0,1,2.439,-0.007,-0.489
0,1,male,62.0,0,0,26.55,S,man,C,True,1,0,0,Senior,26.55,High,1,0,0,0,1,3.316,2.47,-0.098
0,3,male,30.0,1,0,16.1,S,man,Unknown,False,2,1,0,Adult,8.05,High,0,0,0,0,1,2.839,0.068,-0.352
0,3,female,41.0,0,2,20.2125,S,woman,Unknown,False,3,1,0,Adult,6.7375,High,0,1,0,0,1,3.055,0.894,-0.252
1,3,female,29.0,0,2,15.2458,C,woman,Unknown,False,3,1,0,Adult,5.081933333333333,High,0,1,1,0,0,2.788,-0.007,-0.372
1,1,female,35.0,0,0,79.2,C,woman,Unknown,True,1,0,0,Adult,79.2,Premium,0,1,1,0,0,4.385,0.444,1.181
1,1,female,30.0,0,0,86.5,S,woman,B,True,1,0,0,Adult,86.5,Premium,1,1,0,0,1,4.472,0.068,1.358
1,2,female,50.0,0,1,26.0,S,woman,Unknown,False,2,1,0,Adult,13.0,High,0,1,0,0,1,3.296,1.569,-0.111
0,3,male,25.0,0,0,7.75,Q,man,Unknown,True,1,0,0,Adult,7.75,Low,0,0,0,1,0,2.169,-0.307,-0.554
1,3,male,3.0,4,2,31.3875,S,child,Unknown,False,7,1,1,Child,4.483928571428572,Premium,0,0,0,0,1,3.478,-1.959,0.02
0,1,male,52.0,1,1,79.65,S,man,E,False,3,1,0,Adult,26.55,Premium,1,0,0,0,1,4.39,1.72,1.192
0,1,male,40.0,0,0,0.0,S,man,B,True,1,0,0,Adult,0.0,Low,1,0,0,0,1,0.0,0.819,-0.743
0,3,female,21.5,0,0,7.75,Q,woman,Unknown,True,1,0,0,Adult,7.75,Low,0,1,0,1,0,2.169,-0.57,-0.554
0,2,male,36.0,0,0,10.5,S,man,Unknown,True,1,0,0,Adult,10.5,Mid,0,0,0,0,1,2.442,0.519,-0.488
0,3,male,16.0,4,1,39.6875,S,man,Unknown,False,6,1,1,Teen,6.614583333333333,Premium,0,0,0,0,1,3.706,-0.983,0.221
1,3,male,25.0,1,0,7.775,S,man,Unknown,False,2,1,0,Adult,3.8875,Low,0,0,0,0,1,2.172,-0.307,-0.554
1,1,female,58.0,0,1,153.4625,S,woman,C,False,2,1,0,Adult,76.73125,Premium,1,1,0,0,1,5.04,2.17,2.984
1,1,female,35.0,0,0,135.6333,S,woman,C,True,1,0,0,Adult,135.6333,Premium,1,1,0,0,1,4.917,0.444,2.551
0,1,male,40.0,0,0,31.0,S,man,Unknown,True,1,0,0,Adult,31.0,Premium,0,0,0,0,1,3.466,0.819,0.01
1,3,male,25.0,0,0,0.0,S,man,Unknown,True,1,0,0,Adult,0.0,Low,0,0,0,0,1,0.0,-0.307,-0.743
1,2,female,41.0,0,1,19.5,S,woman,Unknown,False,2,1,0,Adult,9.75,High,0,1,0,0,1,3.02,0.894,-0.269
0,1,male,37.0,0,1,29.7,C,man,C,False,2,1,0,Adult,14.85,High,1,0,1,0,0,3.424,0.594,-0.021
1,3,female,21.5,0,0,7.75,Q,woman,Unknown,True,1,0,0,Adult,7.75,Low,0,1,0,1,0,2.169,-0.57,-0.554
1,1,female,63.0,1,0,77.9583,S,woman,D,False,2,1,0,Senior,38.97915,Premium,1,1,0,0,1,4.369,2.545,1.151
0,3,female,45.0,0,0,7.75,S,woman,Unknown,True,1,0,0,Adult,7.75,Low,0,1,0,0,1,2.169,1.194,-0.554
0,2,male,30.0,0,0,0.0,S,man,Unknown,True,1,0,0,Adult,0.0,Low,0,0,0,0,1,0.0,0.068,-0.743
0,3,male,7.0,4,1,29.125,Q,child,Unknown,False,6,1,1,Child,4.854166666666667,High,0,0,0,1,0,3.405,-1.658,-0.035
1,3,female,35.0,1,1,20.25,S,woman,Unknown,False,3,1,0,Adult,6.75,High,0,1,0,0,1,3.056,0.444,-0.251
0,3,male,65.0,0,0,7.75,Q,man,Unknown,True,1,0,0,Senior,7.75,Low,0,0,0,1,0,2.169,2.695,-0.554
0,3,male,28.0,0,0,7.8542,S,man,Unknown,True,1,0,0,Adult,7.8542,Low,0,0,0,0,1,2.181,-0.082,-0.552
0,3,male,16.0,0,0,9.5,S,man,Unknown,True,1,0,1,Teen,9.5,Mid,0,0,0,0,1,2.351,-0.983,-0.512
1,3,male,19.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.758,-0.547
0,1,male,40.0,0,0,26.0,S,man,A,True,1,0,0,Adult,26.0,High,1,0,0,0,1,3.296,0.819,-0.111
0,3,male,33.0,0,0,8.6625,C,man,Unknown,True,1,0,0,Adult,8.6625,Mid,0,0,1,0,0,2.268,0.293,-0.532
1,3,male,30.0,0,0,9.5,S,man,Unknown,True,1,0,0,Adult,9.5,Mid,0,0,0,0,1,2.351,0.068,-0.512
0,3,male,22.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.532,-0.551
1,2,male,42.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,0.969,-0.427
1,3,female,22.0,0,0,7.75,Q,woman,Unknown,True,1,0,0,Adult,7.75,Low,0,1,0,1,0,2.169,-0.532,-0.554
1,1,female,26.0,0,0,78.85,S,woman,Unknown,True,1,0,0,Adult,78.85,Premium,0,1,0,0,1,4.38,-0.232,1.172
1,1,female,19.0,1,0,91.0792,C,woman,B,False,2,1,0,Adult,45.5396,Premium,1,1,1,0,0,4.523,-0.758,1.469
0,2,male,36.0,0,0,12.875,C,man,D,True,1,0,0,Adult,12.875,Mid,1,0,1,0,0,2.63,0.519,-0.43
0,3,female,24.0,0,0,8.85,S,woman,Unknown,True,1,0,0,Adult,8.85,Mid,0,1,0,0,1,2.287,-0.382,-0.528
0,3,male,24.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.382,-0.551
0,1,male,40.0,0,0,27.7208,C,man,Unknown,True,1,0,0,Adult,27.7208,High,0,0,1,0,0,3.358,0.819,-0.069
0,3,male,23.5,0,0,7.2292,C,man,Unknown,True,1,0,0,Adult,7.2292,Low,0,0,1,0,0,2.108,-0.42,-0.567
0,1,female,2.0,1,2,151.55,S,child,C,False,4,1,1,Child,37.8875,Premium,1,1,0,0,1,5.027,-2.034,2.938
1,1,male,40.0,0,0,30.5,S,man,C,True,1,0,0,Adult,30.5,High,1,0,0,0,1,3.45,0.819,-0.002
1,1,female,50.0,0,1,247.5208,C,woman,B,False,2,1,0,Adult,123.7604,Premium,1,1,1,0,0,5.516,1.569,5.269
1,3,female,21.5,0,0,7.75,Q,woman,Unknown,True,1,0,0,Adult,7.75,Low,0,1,0,1,0,2.169,-0.57,-0.554
1,3,male,25.0,2,0,23.25,Q,man,Unknown,False,3,1,0,Adult,7.75,High,0,0,0,1,0,3.188,-0.307,-0.178
0,3,male,19.0,0,0,0.0,S,man,Unknown,True,1,0,0,Adult,0.0,Low,0,0,0,0,1,0.0,-0.758,-0.743
1,2,female,28.0,0,0,12.35,Q,woman,E,True,1,0,0,Adult,12.35,Mid,1,1,0,1,0,2.592,-0.082,-0.443
0,3,male,25.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.307,-0.547
1,1,male,0.92,1,2,151.55,S,child,C,False,4,1,1,Child,37.8875,Premium,1,0,0,0,1,5.027,-2.115,2.938
1,1,female,35.0,0,0,110.8833,C,woman,Unknown,True,1,0,0,Adult,110.8833,Premium,0,1,1,0,0,4.717,0.444,1.95
1,1,female,17.0,1,0,108.9,C,woman,C,False,2,1,1,Teen,54.45,Premium,1,1,1,0,0,4.7,-0.908,1.902
0,2,male,30.0,1,0,24.0,C,man,Unknown,False,2,1,0,Adult,12.0,High,0,0,1,0,0,3.219,0.068,-0.16
1,1,female,30.0,0,0,56.9292,C,woman,E,True,1,0,0,Adult,56.9292,Premium,1,1,1,0,0,4.059,0.068,0.64
1,1,female,24.0,0,0,83.1583,C,woman,C,True,1,0,0,Adult,83.1583,Premium,1,1,1,0,0,4.433,-0.382,1.277
1,1,female,18.0,2,2,262.375,C,woman,B,False,5,1,0,Adult,52.475,Premium,1,1,1,0,0,5.574,-0.833,5.629
0,2,female,26.0,1,1,26.0,S,woman,Unknown,False,3,1,0,Adult,8.666666666666666,High,0,1,0,0,1,3.296,-0.232,-0.111
0,3,male,28.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.082,-0.551
0,2,male,43.0,1,1,26.25,S,man,Unknown,False,3,1,0,Adult,8.75,High,0,0,0,0,1,3.305,1.044,-0.105
1,3,female,26.0,0,0,7.8542,S,woman,Unknown,True,1,0,0,Adult,7.8542,Low,0,1,0,0,1,2.181,-0.232,-0.552
1,2,female,24.0,1,0,26.0,S,woman,Unknown,False,2,1,0,Adult,13.0,High,0,1,0,0,1,3.296,-0.382,-0.111
0,2,male,54.0,0,0,14.0,S,man,Unknown,True,1,0,0,Adult,14.0,Mid,0,0,0,0,1,2.708,1.87,-0.403
1,1,female,31.0,0,2,164.8667,S,woman,C,False,3,1,0,Adult,54.95556666666667,Premium,1,1,0,0,1,5.111,0.143,3.261
1,1,female,40.0,1,1,134.5,C,woman,E,False,3,1,0,Adult,44.833333333333336,Premium,1,1,1,0,0,4.909,0.819,2.524
0,3,male,22.0,0,0,7.25,S,man,Unknown,True,1,0,0,Adult,7.25,Low,0,0,0,0,1,2.11,-0.532,-0.567
0,3,male,27.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.157,-0.551
1,2,female,30.0,0,0,12.35,Q,woman,Unknown,True,1,0,0,Adult,12.35,Mid,0,1,0,1,0,2.592,0.068,-0.443
1,2,female,22.0,1,1,29.0,S,woman,Unknown,False,3,1,0,Adult,9.666666666666666,High,0,1,0,0,1,3.401,-0.532,-0.038
0,3,male,25.0,8,2,69.55,S,man,Unknown,False,11,1,0,Adult,6.322727272727272,Premium,0,0,0,0,1,4.256,-0.307,0.946
1,1,female,36.0,0,0,135.6333,C,woman,C,True,1,0,0,Adult,135.6333,Premium,1,1,1,0,0,4.917,0.519,2.551
0,3,male,61.0,0,0,6.2375,S,man,Unknown,True,1,0,0,Senior,6.2375,Low,0,0,0,0,1,1.979,2.395,-0.591
1,2,female,36.0,0,0,13.0,S,woman,D,True,1,0,0,Adult,13.0,Mid,1,1,0,0,1,2.639,0.519,-0.427
1,3,female,31.0,1,1,20.525,S,woman,Unknown,False,3,1,0,Adult,6.841666666666666,High,0,1,0,0,1,3.069,0.143,-0.244
1,1,female,16.0,0,1,57.9792,C,woman,B,False,2,1,1,Teen,28.9896,Premium,1,1,1,0,0,4.077,-0.983,0.665
1,3,female,21.5,2,0,23.25,Q,woman,Unknown,False,3,1,0,Adult,7.75,High,0,1,0,1,0,3.188,-0.57,-0.178
0,1,male,45.5,0,0,28.5,S,man,C,True,1,0,0,Adult,28.5,High,1,0,0,0,1,3.384,1.232,-0.051
0,1,male,38.0,0,1,153.4625,S,man,C,False,2,1,0,Adult,76.73125,Premium,1,0,0,0,1,5.04,0.669,2.984
0,3,male,16.0,2,0,18.0,S,man,Unknown,False,3,1,1,Teen,6.0,High,0,0,0,0,1,2.944,-0.983,-0.306
1,1,female,35.0,1,0,133.65,S,woman,Unknown,False,2,1,0,Adult,66.825,Premium,0,1,0,0,1,4.903,0.444,2.503
0,3,male,25.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.307,-0.551
0,1,male,29.0,1,0,66.6,S,man,C,False,2,1,0,Adult,33.3,Premium,1,0,0,0,1,4.214,-0.007,0.875
1,1,female,41.0,0,0,134.5,C,woman,E,True,1,0,0,Adult,134.5,Premium,1,1,1,0,0,4.909,0.894,2.524
1,3,male,45.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,1.194,-0.547
0,1,male,45.0,0,0,35.5,S,man,Unknown,True,1,0,0,Adult,35.5,Premium,0,0,0,0,1,3.597,1.194,0.119
1,2,male,2.0,1,1,26.0,S,child,F,False,3,1,1,Child,8.666666666666666,High,1,0,0,0,1,3.296,-2.034,-0.111
1,1,female,24.0,3,2,263.0,S,woman,C,False,6,1,0,Adult,43.833333333333336,Premium,1,1,0,0,1,5.576,-0.382,5.644
0,2,male,28.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,-0.082,-0.427
0,2,male,25.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,-0.307,-0.427
0,2,male,36.0,0,0,13.0,S,man,Unknown,True,1,0,0,Adult,13.0,Mid,0,0,0,0,1,2.639,0.519,-0.427
1,2,female,24.0,0,0,13.0,S,woman,F,True,1,0,0,Adult,13.0,Mid,1,1,0,0,1,2.639,-0.382,-0.427
1,2,female,40.0,0,0,13.0,S,woman,Unknown,True,1,0,0,Adult,13.0,Mid,0,1,0,0,1,2.639,0.819,-0.427
1,3,female,21.5,1,0,16.1,S,woman,Unknown,False,2,1,0,Adult,8.05,High,0,1,0,0,1,2.839,-0.57,-0.352
1,3,male,3.0,1,1,15.9,S,child,Unknown,False,3,1,1,Child,5.3,High,0,0,0,0,1,2.827,-1.959,-0.357
0,3,male,42.0,0,0,8.6625,S,man,Unknown,True,1,0,0,Adult,8.6625,Mid,0,0,0,0,1,2.268,0.969,-0.532
0,3,male,23.0,0,0,9.225,S,man,Unknown,True,1,0,0,Adult,9.225,Mid,0,0,0,0,1,2.325,-0.457,-0.519
0,1,male,40.0,0,0,35.0,S,man,C,True,1,0,0,Adult,35.0,Premium,1,0,0,0,1,3.584,0.819,0.107
0,3,male,15.0,1,1,7.2292,C,child,Unknown,False,3,1,1,Teen,2.409733333333333,Low,0,0,1,0,0,2.108,-1.058,-0.567
0,3,male,25.0,1,0,17.8,S,man,Unknown,False,2,1,0,Adult,8.9,High,0,0,0,0,1,2.934,-0.307,-0.31
0,3,male,25.0,0,0,7.225,C,man,Unknown,True,1,0,0,Adult,7.225,Low,0,0,1,0,0,2.107,-0.307,-0.567
0,3,male,28.0,0,0,9.5,S,man,Unknown,True,1,0,0,Adult,9.5,Mid,0,0,0,0,1,2.351,-0.082,-0.512
1,1,female,22.0,0,1,55.0,S,woman,E,False,2,1,0,Adult,27.5,Premium,1,1,0,0,1,4.025,-0.532,0.593
0,2,female,38.0,0,0,13.0,S,woman,Unknown,True,1,0,0,Adult,13.0,Mid,0,1,0,0,1,2.639,0.669,-0.427
1,3,female,21.5,0,0,7.8792,Q,woman,Unknown,True,1,0,0,Adult,7.8792,Low,0,1,0,1,0,2.184,-0.57,-0.551
1,3,female,21.5,0,0,7.8792,Q,woman,Unknown,True,1,0,0,Adult,7.8792,Low,0,1,0,1,0,2.184,-0.57,-0.551
0,3,male,40.0,1,4,27.9,S,man,Unknown,False,6,1,0,Adult,4.6499999999999995,High,0,0,0,0,1,3.364,0.819,-0.065
0,2,male,29.0,1,0,27.7208,C,man,Unknown,False,2,1,0,Adult,13.8604,High,0,0,1,0,0,3.358,-0.007,-0.069
0,3,female,45.0,0,1,14.4542,C,woman,Unknown,False,2,1,0,Adult,7.2271,Mid,0,1,1,0,0,2.738,1.194,-0.392
0,3,male,35.0,0,0,7.05,S,man,Unknown,True,1,0,0,Adult,7.05,Low,0,0,0,0,1,2.086,0.444,-0.571
0,3,male,25.0,1,0,15.5,Q,man,Unknown,False,2,1,0,Adult,7.75,High,0,0,0,1,0,2.803,-0.307,-0.366
0,3,male,30.0,0,0,7.25,S,man,Unknown,True,1,0,0,Adult,7.25,Low,0,0,0,0,1,2.11,0.068,-0.567
1,1,female,60.0,1,0,75.25,C,woman,D,False,2,1,0,Senior,37.625,Premium,1,1,1,0,0,4.334,2.32,1.085
1,3,female,21.5,0,0,7.2292,C,woman,Unknown,True,1,0,0,Adult,7.2292,Low,0,1,1,0,0,2.108,-0.57,-0.567
1,3,female,21.5,0,0,7.75,Q,woman,Unknown,True,1,0,0,Adult,7.75,Low,0,1,0,1,0,2.169,-0.57,-0.554
1,1,female,24.0,0,0,69.3,C,woman,B,True,1,0,0,Adult,69.3,Premium,1,1,1,0,0,4.253,-0.382,0.94
1,1,male,25.0,1,0,55.4417,C,man,E,False,2,1,0,Adult,27.72085,Premium,1,0,1,0,0,4.033,-0.307,0.604
0,3,male,18.0,1,0,6.4958,S,man,Unknown,False,2,1,0,Adult,3.2479,Low,0,0,0,0,1,2.014,-0.833,-0.585
0,3,male,19.0,0,0,8.05,S,man,Unknown,True,1,0,0,Adult,8.05,Mid,0,0,0,0,1,2.203,-0.758,-0.547
0,1,male,22.0,0,0,135.6333,C,man,Unknown,True,1,0,0,Adult,135.6333,Premium,0,0,1,0,0,4.917,-0.532,2.551
0,3,female,3.0,3,1,21.075,S,child,Unknown,False,5,1,1,Child,4.215,High,0,1,0,0,1,3.094,-1.959,-0.231
1,1,female,35.0,1,0,82.1708,C,woman,Unknown,False,2,1,0,Adult,41.0854,Premium,0,1,1,0,0,4.421,0.444,1.253
1,3,female,22.0,0,0,7.25,S,woman,Unknown,True,1,0,0,Adult,7.25,Low,0,1,0,0,1,2.11,-0.532,-0.567
0,1,male,27.0,0,2,211.5,C,man,C,False,3,1,0,Adult,70.5,Premium,1,0,1,0,0,5.359,-0.157,4.394
0,3,male,20.0,0,0,4.0125,C,man,Unknown,True,1,0,0,Adult,4.0125,Low,0,0,1,0,0,1.612,-0.682,-0.645
0,3,male,19.0,0,0,7.775,S,man,Unknown,True,1,0,0,Adult,7.775,Low,0,0,0,0,1,2.172,-0.758,-0.554
1,1,female,42.0,0,0,227.525,C,woman,Unknown,True,1,0,0,Adult,227.525,Premium,0,1,1,0,0,5.432,0.969,4.783
1,3,female,1.0,0,2,15.7417,C,child,Unknown,False,3,1,1,Child,5.247233333333333,High,0,1,1,0,0,2.818,-2.109,-0.36
0,3,male,32.0,0,0,7.925,S,man,Unknown,True,1,0,0,Adult,7.925,Mid,0,0,0,0,1,2.189,0.218,-0.55
1,1,female,35.0,1,0,52.0,S,woman,Unknown,False,2,1,0,Adult,26.0,Premium,0,1,0,0,1,3.97,0.444,0.52
0,3,male,25.0,0,0,7.8958,S,man,Unknown,True,1,0,0,Adult,7.8958,Low,0,0,0,0,1,2.186,-0.307,-0.551
0,2,male,18.0,0,0,73.5,S,man,Unknown,True,1,0,0,Adult,73.5,Premium,0,0,0,0,1,4.311,-0.833,1.042
0,3,male,1.0,5,2,46.9,S,child,Unknown,False,8,1,1,Child,5.8625,Premium,0,0,0,0,1,3.869,-2.109,0.396
1,2,female,36.0,0,0,13.0,S,woman,Unknown,True,1,0,0,Adult,13.0,Mid,0,1,0,0,1,2.639,0.519,-0.427
0,3,male,25.0,0,0,7.7292,Q,man,Unknown,True,1,0,0,Adult,7.7292,Low,0,0,0,1,0,2.167,-0.307,-0.555
1,2,female,17.0,0,0,12.0,C,woman,Unknown,True,1,0,1,Teen,12.0,Mid,0,1,1,0,0,2.565,-0.908,-0.451
1,1,male,36.0,1,2,120.0,S,man,B,False,4,1,0,Adult,30.0,Premium,1,0,0,0,1,4.796,0.519,2.172
1,3,male,21.0,0,0,7.7958,S,man,Unknown,True,1,0,0,Adult,7.7958,Low,0,0,0,0,1,2.174,-0.607,-0.553
0,3,male,28.0,2,0,7.925,S,man,Unknown,False,3,1,0,Adult,2.6416666666666666,Mid,0,0,0,0,1,2.189,-0.082,-0.55
